ids,text,aspect,sentiment,entity,attribute
B00KMRGF28_49_A23AEXWHKWJSJ2:3,speed great easi set get go,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_79_A2BQP7V50CE1BM:1,howev dvd drive neither afford one opportun connect extern dvd drive manufactur make point ofconnect extern drive,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
332:1,still warrenti call toshiba help,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
337:0,love product toshiba,COMPANY#GENERAL,positive,COMPANY,GENERAL
346:1,clear microsoft student edit load comput six month trial,SOFTWARE#MISCELLANEOUS,negative,SOFTWARE,MISCELLANEOUS
B00KMRGF28_12_A25B2Q7A775WAE:0,purchas dell inspiron bk far love model true life monitor worth extra buck,LAPTOP#PRICE,neutral,LAPTOP,PRICE
391:5,one effect,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
42:9,also keyboard liht unless sit room light can not see anyth that bad boyfriend tend watch tv dark night leav way see keyboard,KEYBOARD#USABILITY,negative,KEYBOARD,USABILITY
269:7,fall cd drive find cheap also portabl make good friend someon alway look space,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B00KMRGF28_145_A1X3Y4R5C1S4JH:4,fine free subscript go pain start ask spend money everi time login,SOFTWARE#GENERAL,positive,SOFTWARE,GENERAL
394:15,niec nephew play web game run anyth requir dedic video card,GRAPHICS#DESIGN_FEATURES,neutral,GRAPHICS,DESIGN_FEATURES
B00KMRGF28_194_A22LSPFBF3E1XJ:7,bare file download almost imposs get thing load,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
391:1,great os fabul improv exist line bump processor speed ad thunderbolt port,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
326:3,want mobil good laptop sit desk,LAPTOP#PORTABILITY,negative,LAPTOP,PORTABILITY
B00FU83YWS_145_A2ZQTQU49CF77U:0,bloat wear wish,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
B0096VDM8G_32_ARJBI2V6ET8A4:4,even instal window partit abl run window softwar,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
369:2,find also easi abl access wireless internet access without extra equip complic rout take abl,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
278:0,take netbook vacat trip abl whatev want without lug much heavy laptop,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B00KMRGF28_31_AQRNSQCH3NRA5:0,impress comput inexpen qualiti,LAPTOP#PRICE,positive,LAPTOP,PRICE
379:0,simpl use use desktop,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_386_A1QTE23J88FVZX:0,way differ comput get use,OS#USABILITY,neutral,OS,USABILITY
92:0,today compani fight marketshar shame asu get away inept staff answer thephon,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
38:2,see realli need much,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
342:1,fast easi easi easi set easi hook wireless network,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
363:0,happi laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_216_A2VZ7R8QTA0QXE:0,extrem slow,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
174:1,lightweight long batteri life excel transit pc,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
28:2,keyboard good size wasi use,KEYBOARD#USABILITY,positive,KEYBOARD,USABILITY
49:4,comput two week late deliveri hp forgot complet requir import paperwork,SHIPPING#QUALITY,negative,SHIPPING,QUALITY
25:1,spend dollar top line laptop,LAPTOP#PRICE,negative,LAPTOP,PRICE
166:2,crash,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
121:2,slow lock also hardwar replac month,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
289:1,want buy gener brand comput realli nice,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
288:21,overal still nice machin,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
306:3,play lot casual game onlin touchpad respon,MOUSE#OPERATION_PERFORMANCE,positive,MOUSE,OPERATION_PERFORMANCE
239:9,bottom line doubt overli disappoint invest machin,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
347:2,recommend peopl first laptop,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
189:7,amaz,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
189:16,anoth great thing beast graphic,GRAPHICS#QUALITY,positive,GRAPHICS,QUALITY
230:9,someth els go wrong say good work order abl buy warranti,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
274:3,screen bright vivid keyboard easi use import use quick typer,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
B00KMRGF28_302_A149BES2K4UIY1:0,buy daughter use school homework fast comput great need light weight,LAPTOP#OPERATION_PERFORMANCE,neutral,LAPTOP,OPERATION_PERFORMANCE
175:1,alway reliabl never bug respond well,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
337:3,downsid,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,love key layout build mous pad work well properli size,KEYBOARD#OPERATION_PERFORMANCE,positive,KEYBOARD,OPERATION_PERFORMANCE
B00KMRGF28_221_A4YVKTRE1Z1OU:5,second one littl month refu turn even full charg,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
166:13,howev love particular mac fast great size fantast featur like light keyboard easi mous pad,MOUSE#USABILITY,positive,MOUSE,USABILITY
B00KMRGF28_240_A1LUL9CBASL11L:2,laptop rj ethernet adapt wire network connect,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
189:19,cool thing anyon use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
262:5,ilif easili compat microsoft offic send receiv file pc,SOFTWARE#USABILITY,positive,SOFTWARE,USABILITY
262:3,user friendli hard figur,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
367:2,differ toshiba lot memori hard drive space,MEMORY#DESIGN_FEATURES,positive,MEMORY,DESIGN_FEATURES
94:8,spend eight hundr dollar giant paper weight look good bu,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
44:2,small screen somewhat limit great travel,DISPLAY#DESIGN_FEATURES,negative,DISPLAY,DESIGN_FEATURES
314:2,purchas develop purpos turn everyday laptop well surf e mail etc,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
246:4,appl associ alway wile help anyth matter purchas comput mani year pass,SUPPORT#QUALITY,positive,SUPPORT,QUALITY
231:0,comput aw,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
349:4,whole experiec horribl save buy well laptop,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B0096VDM8G_16_A1O57E5JJJCTEU:2,lock search updat,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
307:8,offic compat featur function new might well save money learn pre instal mac program,SOFTWARE#USABILITY,positive,SOFTWARE,USABILITY
281:0,probabl good get netbook everyth ask good unexpect pluse,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_128_A1BJWKIOJWBL7N:3,tap mousepad tri get work palm would inevit touch side would pull side window block abil find mous,MOUSE#USABILITY,negative,MOUSE,USABILITY
B00KMRGF28_349_AHASB3H3S2SRN:2,pay,LAPTOP#PRICE,negative,LAPTOP,PRICE
B00KMRGF28_194_A22LSPFBF3E1XJ:0,alway swear dell,COMPANY#GENERAL,positive,COMPANY,GENERAL
84:2,macbook arriv nice twin pack seal box function work great,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
16:0,comput get hot shut,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
273:2,unibodi design edgi durabl,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
275:0,love hp comput printer buy,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
295:0,nd good comput world one way comput might becom well need upgread patch make less easy peopl hack,LAPTOP#QUALITY,neutral,LAPTOP,QUALITY
40:9,replac batteri coupl month ago work perfect ever sinc,BATTERY#QUALITY,neutral,BATTERY,QUALITY
B00FU83YWS_199_A3HRW8G7BZK0CX:2,big deal window,OS#GENERAL,positive,OS,GENERAL
318:0,pro great product wish inch model come intel processor comfort edg edg hurt wrist,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
166:13,howev love particular mac fast great size fantast featur like light keyboard easi mous pad,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
42:6,pretti much everyth els comput good stop work,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
128:10,even appl replac whatev need replac wonder sinc seem doubl amount time get time like new might month next time,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
356:2,can not fuction well lot webpag open,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_33_A16DVC8HE3Q3MW:1,display great resolut difficulti alway see small print,DISPLAY#USABILITY,negative,DISPLAY,USABILITY
365:3,would highli recommend one friend,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
189:11,super shini see fingerprint easili,LAPTOP#QUALITY,neutral,LAPTOP,QUALITY
B00KMRGF28_285_AULBCYLXY34W9:3,easi oper light parent almost yo carri heavi comput travel,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
374:0,laptop month would say I m pretti satisfi,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
1:4,definit comput worth money,LAPTOP#PRICE,positive,LAPTOP,PRICE
122:6,min screen notebook switch,DISPLAY#OPERATION_PERFORMANCE,negative,DISPLAY,OPERATION_PERFORMANCE
289:7,also come build web cam great see commun famili member back home,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_31_AQRNSQCH3NRA5:1,love size use work nur chart daili easi use problem,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_79_A2BQP7V50CE1BM:0,pc work well good batteri power cabl web cam,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
84:1,macbook pro fit budget free ship tax can good price get great product,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
235:3,call custom support good go safeti featur affect perform choose hide messag,SUPPORT#QUALITY,positive,SUPPORT,QUALITY
114:2,time take day,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
11:11,great laptop offer mani great featur,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
66:1,imagin life without anymor,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
342:2,even easi hook wireless network,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
336:2,use purchas good laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
394:1,laptop everyth need well,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
130:10,buyer bewar buy toshiba,COMPANY#GENERAL,negative,COMPANY,GENERAL
178:4,someth would deffin reccomend someon,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
283:2,good laptop money,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_302_A149BES2K4UIY1:0,buy daughter use school homework fast comput great need light weight,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_302_A149BES2K4UIY1:1,love price,LAPTOP#PRICE,positive,LAPTOP,PRICE
178:3,good condit realli high qualiti,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
46:2,love graphic awesom program includ garageband realli cool default background,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
45:5,may take littl get use worri virus headach,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
352:6,sound like typewrit get past great laptop littl money,MOUSE#QUALITY,negative,MOUSE,QUALITY
B00KMRGF28_213_A1HYE6WQREOY5C:2,plu comput come full size keyboard,KEYBOARD#DESIGN_FEATURES,positive,KEYBOARD,DESIGN_FEATURES
B00KB3MXH4_22_A106YGESUYA4BP:1,window pro con,OS#GENERAL,neutral,OS,GENERAL
358:0,buy laptop perform price ratio,LAPTOP#PRICE,positive,LAPTOP,PRICE
195:3,never complain price sinc believ get pay macbook pro worth everi dollar,LAPTOP#PRICE,positive,LAPTOP,PRICE
B00KMRGF28_365_A2PNKW6SVO157M:2,even instal linux,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
94:0,tell everyon know friend famili enemi absolut bad comput ever use,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
24:1,hp heavi,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
149:0,mous pad button worst ever see,MOUSE#GENERAL,negative,MOUSE,GENERAL
B00KMRGF28_227_A1JSUB9AKX4S7H:1,slow processor,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
80:1,keyboard wonder natur feel,KEYBOARD#QUALITY,positive,KEYBOARD,QUALITY
B00KMRGF28_335_A1FNSDXR0J2ITC:0,great home comput,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
312:0,realli perfect work play,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_258_A2TSDHTJ0H7733:0,much troubl turn comput,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
371:2,price purpos awesom,LAPTOP#PRICE,positive,LAPTOP,PRICE
130:3,return,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_184_A12IPRD9B0KX9P:4,quit impress multitask realli surpris,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
22:4,screen huge colo lead backlight,DISPLAY#DESIGN_FEATURES,negative,DISPLAY,DESIGN_FEATURES
B0096VDM8G_34_A1B3PJ2QZABWXO:7,overal high qualiti laptop great valu consid comput offer,LAPTOP#PRICE,positive,LAPTOP,PRICE
B00KMRGF28_218_A1N9RU7NH4O21I:2,dell claim test key thousand mechan key stroke,COMPANY#GENERAL,negative,COMPANY,GENERAL
73:1,ton bloatwar junk program,SOFTWARE#GENERAL,negative,SOFTWARE,GENERAL
42:7,love size comput sinc play game,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_172_A1RJ2J18DI98FG:2,laptop easi set problem date,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
276:4,would recomend acer parent grandpar realli help school,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
317:3,processor scream uniqu way appl osx function graphic rout hardwar rather softwar,GRAPHICS#DESIGN_FEATURES,positive,GRAPHICS,DESIGN_FEATURES
169:0,appar well build gorgeou look macbook pro win combin price perform,LAPTOP#PRICE,positive,LAPTOP,PRICE
356:0,great deal give,LAPTOP#PRICE,positive,LAPTOP,PRICE
236:0,first time mac buyer amaz featur eas use mac offer,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
134:12,come time warranti servic toshiba matter,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
56:1,keyboard great primari secondari control button could durabl,KEYBOARD#GENERAL,positive,KEYBOARD,GENERAL
29:0,macbook fantast laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
230:1,luxuri sarcasm own laptop,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
301:4,appl stand alon top chart,COMPANY#GENERAL,positive,COMPANY,GENERAL
B00KMRGF28_184_A12IPRD9B0KX9P:3,much graphic card alon cost laptop incred valu,LAPTOP#PRICE,positive,LAPTOP,PRICE
39:5,sinc comput use trackpad nice smooth,MOUSE#USABILITY,positive,MOUSE,USABILITY
301:2,besid great look great machin,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KB3MXH4_16_A159MX2ZLCCFU2:7,exactli like pictur satisfi,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_97_A2F819YX0XJ5Y1:3,use hour seem plenti fast everyth need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
89:0,comput exactli specif need,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
356:3,time freez second start,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00FU83YWS_64_A3DGGMIJIKUS2O:1,say fail hard drive,HARD_DISC#QUALITY,negative,HARD_DISC,QUALITY
345:1,number pad right keyboard bummer,KEYBOARD#DESIGN_FEATURES,negative,KEYBOARD,DESIGN_FEATURES
B00FU83YWS_26_A3I7Q5Y8IIS1YE:0,build mike realli poor unus skype purpos,MULTIMEDIA_DEVICES#QUALITY,negative,MULTIMEDIA_DEVICES,QUALITY
31:6,good bye blue screen critic error,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
32:7,mayb three four month ago start blink sudden,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
B00KMRGF28_304_A35Q7MBKQZV1SA:0,use time black screen return refund,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
391:7,improv os rel gradual substant,OS#GENERAL,positive,OS,GENERAL
B00KMRGF28_285_AULBCYLXY34W9:3,easi oper light parent almost yo carri heavi comput travel,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_193_A20GPA6RDO8DT7:0,meh cheap,LAPTOP#PRICE,positive,LAPTOP,PRICE
B0096VDM8G_45_A2SPGNGEHWEP8R:1,mid macbook pro disappoint,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
290:5,work exactli like day take box,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
394:9,care nois thing realli make,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
266:2,truli desktop replac,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
39:11,would recommend laptop anyon look get new laptop will spend littl money get great qualiti,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B00KB3MXH4_15_A1HHHK2JW28E4Z:3,peopl write bad review laptop believ say,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B0096VDM8G_85_A333WUOS73QYJ6:1,build perfect screen fantast bit problem fact buy adaptor nearli everyth vga cabl ethernet cabl almost perfect,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
391:15,statement hour batteri life mere exagger lie,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
231:10,frustrat,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_113_A3PN08FRAUVISF:2,like window fault comput keyboard hard get key work space bar,OS#GENERAL,negative,OS,GENERAL
21:0,think price great spec,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
379:1,well worth money cost good inv,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
104:2,within month charger crap,POWER_SUPPLY#QUALITY,negative,POWER_SUPPLY,QUALITY
B00KMRGF28_215_A3F2WL4GE692P5:2,screen wide provid excel clariti,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
183:2,onlin tutori video make super easi learn alway use pc,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
47:2,load window via bootcamp work flawlessli,OS#OPERATION_PERFORMANCE,positive,OS,OPERATION_PERFORMANCE
307:1,let tell mac book pro profession,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_141_A3Q6JY8ZJAVPCW:3,highli recommend,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
154:9,even instal one printer hous unabl print,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
19:0,bad comput dell ever make,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00FU83YWS_200_A2P9XOT1E1YQZ0:4,excel keyboard crisp screen,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
6:12,regret buy understand aw use,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
363:2,alway use tower home pc jump laptop satisfi perform,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
337:1,camera alway buy instal one easi,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
350:5,enough time give star,LAPTOP#GENERAL,neutral,LAPTOP,GENERAL
B00KMRGF28_112_AG0H7UG6OX2GU:2,habit restart tri log pw I m satisfi,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
71:1,three year coupl minor problem resolv appl quickli easili,SUPPORT#QUALITY,positive,SUPPORT,QUALITY
B0096VDM8G_56_A2VQJTD3UB6YZ9:1,thing beauti fast enough,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
213:3,upon give serial number first thing tell warranti could pay repair even though receipt front prove still month leave warranti,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
48:9,love probabl get anoth one goe laptop sky,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
362:1,easi use featur speed power could ask,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
354:1,simpl use great graphic,GRAPHICS#GENERAL,positive,GRAPHICS,GENERAL
B00AH4A950_12_A2ZZTFOQZCX629:0,ok,LAPTOP#GENERAL,neutral,LAPTOP,GENERAL
231:6,one year tri fix comput help friend even help comput expert give tri fix,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00KMRGF28_31_AQRNSQCH3NRA5:1,love size use work nur chart daili easi use problem,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
191:1,want take keep say error,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
288:15,also bluetooth,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
B00KMRGF28_389_A39AJESZOC4H6J:4,appreci effort hit afford price dell worth,LAPTOP#PRICE,positive,LAPTOP,PRICE
6:4,complet opposit ergonom design,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
139:4,guess stay away hp,COMPANY#GENERAL,negative,COMPANY,GENERAL
B00KMRGF28_285_AULBCYLXY34W9:2,love,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
230:12,wait wait laptop,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
57:2,also display except,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
374:3,whole experi ridicul send tell we pay fix like portabl mous would way cheap refu send laptop back pay fix,SUPPORT#PRICE,negative,SUPPORT,PRICE
317:1,case carv singl block aluminum,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
55:1,love solid build light wt excel batteri life,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
104:5,give hard time yet malfunct batteri die,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B0096VDM8G_72_AOGYUDXOO03Q4:3,con hate disk drive,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
234:1,disappoint,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
273:8,excit learn power machin offer encourag other,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
166:6,call question issu help free even without warranti,SUPPORT#QUALITY,positive,SUPPORT,QUALITY
231:2,comput first start malfunct month purchas,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
389:0,great littl laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
337:4,would recommend product,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
304:5,appl continu shine provid much enjoy comput experi,COMPANY#GENERAL,positive,COMPANY,GENERAL
8:1,good person get onlin daili,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
134:8,toshiba total unconcern,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
177:1,might make avid gamer happi realli think comput design,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
B00KMRGF28_106_AGNDXNERJ5L83:4,price make laptop look,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_97_A2F819YX0XJ5Y1:2,get pay opinion worth,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
289:5,heck enough money would gift someon,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
